[INFO ] [2023-05-25 14:46:52,265] Register - Step 01: Navigate to Register page
[2023-06-13 13:51:26,044] Driver instance name = chromedriver: chrome on windows (c73364fd276da91c58fff19cf5245367)
[2023-06-13 13:54:23,433] OS name = Windows 10
[2023-06-13 13:54:23,434] Driver instance name = chromedriver: chrome on windows (54194bf29379ed44fca2ee07dd985885)
[2023-06-13 13:56:41,007] OS name = Windows 10
[2023-06-13 13:56:41,007] Driver instance name = chromedriver: chrome on windows (05ca7ac94d961b8b46ff055bbc82cf5c)
[2023-06-13 13:59:11,450] OS name = Windows 10
[2023-06-13 13:59:11,450] Driver instance name = chromedriver: chrome on windows (52a1f541172990f7fea46b4ae7d2397e)
[2023-06-13 13:59:48,129] OS name = Windows 10
[2023-06-13 13:59:48,129] Driver instance name = chromedriver: chrome on windows (3aa713f38dc7d9ad20f4442cc646dab5)
[2023-06-13 14:00:27,678] OS name = Windows 10
[2023-06-13 14:00:27,678] Driver instance name = chromedriver: chrome on windows (1ecbc54eeb3838854982268404c46a41)
[2023-06-13 14:11:47,359] OS name = Windows 10
[2023-06-13 14:11:47,360] Driver instance name = chromedriver: chrome on windows (18c5d1099921d82302540e3bb20cb4e0)
[2023-06-13 14:14:38,168] OS name = Windows 10
[2023-06-13 14:14:38,168] Driver instance name = chromedriver: chrome on windows (d49f13df94bc9c8427fb148cf7027fab)
